1,0.0,
2,0.0,
3,0.0,
4,0.0,
5,0.00099,
6,0.0,
7,0.0,
8,0.0,
9,0.0,
10,0.00095,
11,0.0,
12,0.0,
13,0.0,
14,0.0,
15,0.0,
16,0.08801,
17,0.36226,
18,0.41824,
19,0.3503,
20,0.09429,
21,0.04465,
22,0.01265,
23,0.05132,
24,0.01686,
25,0.0089,
26,0.02274,
27,0.0418,
28,0.02977,
29,0.00889,
30,0.0076,
31,0.02354,
32,0.00123,
33,0.04298,
34,0.01517,
35,0.00887,
36,0.00151,
37,0.02182,
38,0.01249,
39,0.0015,
40,0.0008,
41,0.0,
42,0.0,
43,0.0,
44,0.0,
45,0.0005,
46,0.0,
47,0.0,
48,0.0,
49,0.0,
50,0.0,
51,0.0,
52,0.0,
53,0.0,
54,0.0,
55,0.0,
56,0.0,
57,0.0,
58,0.00193,
59,0.0,
60,0.0,
61,0.0,
62,0.0,
63,0.00064,
64,0.0,
65,0.00049,
66,0.0,
67,0.00105,
68,0.0,
69,0.0005,
70,0.0,
71,0.0,
72,0.0,
73,0.0,
74,0.0,
75,0.0,
76,0.0,
77,0.0,
78,0.0,
79,0.0,
80,0.0,
81,0.0,
82,0.00668,
83,0.0,
84,0.0,
85,0.0,
86,0.00053,
87,0.00246,
88,0.0,
89,0.0,
90,0.0,
91,0.0,
92,0.0,
93,0.0,
94,0.0,
95,0.0,
96,0.0052,
97,0.0,
98,0.0,
99,0.0,
100,0.0011,
101,0.0,
102,0.0,
103,0.0,
104,0.0,
105,0.0,
106,0.0,
107,0.0,
108,0.00108,
109,0.0,
110,0.0,
111,0.0,
112,0.0,
113,0.0,
114,0.0,
115,0.00441,
116,0.00116,
117,0.0,
118,0.0,
119,0.0,
120,0.0,
121,0.0,
122,0.0006,
123,0.0,
124,0.00439,
125,0.00793,
126,0.00734,
127,0.0,
128,0.0,
129,0.0,
130,0.0,
131,0.02842,
132,0.1613,
133,0.16404,
134,0.21472,
135,0.14647,
136,0.02032,
137,0.01016,
138,0.00481,
139,0.0,
140,0.0,
141,0.0,
142,0.0,
143,0.00116,
144,0.0,
145,0.0,
146,0.0,
147,0.0,
148,0.0,
149,0.0,
150,0.0,
151,0.0,
152,0.0,
