1,0.5,
2,0.5,
3,0.63415,
4,0.641,
5,0.68396,
6,0.67953,
7,0.67895,
8,0.70889,
9,0.71885,
10,0.72872,
11,0.55178,
12,0.63378,
13,0.61427,
14,0.61296,
15,0.58705,
16,0.56927,
17,0.57301,
18,0.58318,
19,0.59989,
20,0.6349,
21,0.58199,
22,0.65419,
23,0.64801,
24,0.64357,
25,0.68822,
26,0.71314,
27,0.74017,
28,0.60542,
29,0.55178,
30,0.60841,
31,0.61738,
32,0.59541,
33,0.6166,
34,0.60906,
35,0.59609,
36,0.60215,
37,0.62613,
38,0.65638,
39,0.66233,
40,0.76599,
41,0.77735,
42,0.74456,
43,0.75694,
44,0.75197,
45,0.77842,
46,0.65417,
47,0.62594,
48,0.75192,
49,0.73762,
50,0.70417,
51,0.70422,
52,0.66939,
53,0.65948,
54,0.66781,
55,0.68645,
56,0.72243,
57,0.86054,
58,0.86251,
59,0.86395,
60,0.90735,
61,0.92496,
62,0.91838,
63,0.93243,
64,0.84876,
65,0.94143,
66,0.88575,
67,0.92838,
68,0.93939,
69,0.93997,
70,0.971,
71,0.9702,
72,0.97048,
73,0.98305,
74,0.98142,
75,0.98898,
76,0.9924,
77,0.99509,
78,0.99245,
79,0.99636,
80,0.9977,
81,0.9963,
82,0.99323,
83,0.98485,
84,0.97744,
85,0.84821,
86,0.72571,
87,0.59214,
88,0.56305,
89,0.57335,
90,0.59782,
91,0.63192,
92,0.57218,
93,0.63452,
94,0.67475,
95,0.65817,
96,0.70012,
97,0.69474,
98,0.73274,
99,0.57728,
