1,0.45,
2,0.45169,
3,0.45116,
4,0.4516,
5,0.45431,
6,0.45,
7,0.4519,
8,0.45,
9,0.45918,
10,0.45124,
11,0.45,
12,0.45,
13,0.45,
14,0.45111,
15,0.45,
16,0.4507,
17,0.4525,
18,0.45,
19,0.45,
20,0.45,
21,0.45079,
22,0.45309,
23,0.45,
24,0.45,
25,0.45,
26,0.45039,
27,0.45,
28,0.45077,
29,0.45092,
30,0.45,
31,0.4526,
32,0.45303,
33,0.45136,
34,0.45,
35,0.45,
36,0.45941,
37,0.45994,
38,0.45226,
39,0.45,
40,0.45,
41,0.45202,
42,0.45,
43,0.45392,
44,0.45645,
45,0.45249,
46,0.45037,
47,0.45069,
48,0.45099,
49,0.45231,
50,0.45308,
51,0.45288,
52,0.4543,
53,0.45691,
54,0.46249,
55,0.46231,
56,0.45306,
57,0.45084,
58,0.45349,
59,0.45403,
60,0.45506,
61,0.46044,
62,0.46592,
63,0.45075,
64,0.45,
65,0.45097,
66,0.45045,
67,0.45186,
68,0.45118,
69,0.45345,
70,0.45569,
71,0.45726,
72,0.46157,
73,0.45238,
74,0.45088,
75,0.45095,
76,0.45212,
77,0.45359,
78,0.45679,
79,0.45961,
80,0.45509,
81,0.45,
82,0.45,
83,0.45,
84,0.45,
85,0.45,
86,0.45089,
87,0.45383,
88,0.45648,
89,0.46006,
90,0.46416,
91,0.45089,
92,0.45083,
93,0.45336,
94,0.4537,
95,0.45531,
96,0.45916,
97,0.46383,
98,0.45,
99,0.45039,
