1,0.0,
2,0.00751,
3,0.00515,
4,0.00712,
5,0.01916,
6,0.0,
7,0.00845,
8,0.0,
9,0.04082,
10,0.00551,
11,0.0,
12,0.0,
13,0.0,
14,0.00493,
15,0.0,
16,0.00311,
17,0.01109,
18,0.0,
19,0.0,
20,0.0,
21,0.00351,
22,0.01374,
23,0.0,
24,0.0,
25,0.0,
26,0.00172,
27,0.0,
28,0.00343,
29,0.00409,
30,0.0,
31,0.01156,
32,0.01345,
33,0.00603,
34,0.0,
35,0.0,
36,0.04183,
37,0.04418,
38,0.01005,
39,0.0,
40,0.0,
41,0.00899,
42,0.0,
43,0.01743,
44,0.02868,
45,0.01107,
46,0.00167,
47,0.00307,
48,0.00439,
49,0.01026,
50,0.01367,
51,0.01282,
52,0.01912,
53,0.03071,
54,0.05553,
55,0.05471,
56,0.0136,
57,0.00373,
58,0.01549,
59,0.01792,
60,0.02248,
61,0.04641,
62,0.07079,
63,0.00335,
64,0.0,
65,0.00431,
66,0.00198,
67,0.00825,
68,0.00524,
69,0.01533,
70,0.02529,
71,0.03229,
72,0.05145,
73,0.01056,
74,0.00391,
75,0.00422,
76,0.00941,
77,0.01595,
78,0.03018,
79,0.04271,
80,0.02264,
81,0.0,
82,0.0,
83,0.0,
84,0.0,
85,0.0,
86,0.00397,
87,0.01701,
88,0.02882,
89,0.0447,
90,0.06295,
91,0.00397,
92,0.0037,
93,0.01494,
94,0.01646,
95,0.02361,
96,0.04072,
97,0.06148,
98,0.0,
99,0.00173,
